frame,id,raw_x,raw_y,comp_x,comp_y,dx,dy,dist
119,21,1709,851,1491,878,218,-27,219.67
119,13,1109,453,799,444,310,9,310.13
119,11,780,468,430,466,350,2,350.01
119,17,246,498,-166,507,412,-9,412.10
119,22,1504,467,1243,454,261,13,261.32
119,18,1028,439,707,430,321,9,321.13
119,25,1413,485,1142,475,271,10,271.18
119,20,1524,563,1270,561,254,2,254.01
120,1,993,533,673,535,320,-2,320.01
120,2,1400,699,1137,714,263,-15,263.43
120,3,925,777,608,807,317,-30,318.42
120,4,1167,567,870,570,297,-3,297.02
120,5,533,674,163,699,370,-25,370.84
120,6,655,478,291,479,364,-1,364.00
120,7,677,571,320,582,357,-11,357.17
120,8,1630,887,1404,919,226,-32,228.25
120,16,930,861,617,901,313,-40,315.55
120,9,1471,568,1211,567,260,1,260.00
120,19,1357,936,1100,978,257,-42,260.41
120,21,1706,851,1488,878,218,-27,219.67
120,13,1108,454,798,445,310,9,310.13
120,11,779,468,430,466,349,2,349.01
120,17,247,498,-165,507,412,-9,412.10
120,22,1501,467,1240,454,261,13,261.32
120,18,1026,439,705,430,321,9,321.13
120,25,1411,486,1140,476,271,10,271.18
120,20,1523,563,1269,561,254,2,254.01
121,1,992,534,672,536,320,-2,320.01
121,2,1400,699,1138,714,262,-15,262.43
121,3,923,777,606,807,317,-30,318.42
121,4,1167,566,870,569,297,-3,297.02
121,5,534,674,165,698,369,-24,369.78
121,6,655,478,291,479,364,-1,364.00
121,7,677,571,320,582,357,-11,357.17
121,8,1630,887,1404,919,226,-32,228.25
121,16,931,861,619,901,312,-40,314.55
121,9,1471,568,1211,567,260,1,260.00
121,19,1356,936,1099,978,257,-42,260.41
121,21,1705,851,1487,878,218,-27,219.67
121,11,778,468,429,466,349,2,349.01
121,17,249,497,-163,506,412,-9,412.10
121,22,1500,465,1239,452,261,13,261.32
121,18,1025,439,704,430,321,9,321.13
121,25,1409,487,1138,478,271,9,271.15
121,20,1523,563,1269,560,254,3,254.02
121,24,809,334,457,316,352,18,352.46
122,1,989,534,669,536,320,-2,320.01
122,2,1398,699,1136,714,262,-15,262.43
122,3,919,778,602,809,317,-31,318.51
122,4,1165,566,868,569,297,-3,297.02
122,5,534,675,165,700,369,-25,369.85
122,6,654,478,290,479,364,-1,364.00
122,7,677,571,320,582,357,-11,357.17
122,8,1630,888,1405,921,225,-33,227.41
122,16,931,861,619,901,312,-40,314.55
122,9,1471,567,1211,566,260,1,260.00
122,19,1356,936,1100,978,256,-42,259.42
122,21,1703,851,1485,878,218,-27,219.67
122,11,777,469,428,467,349,2,349.01
122,17,250,497,-161,506,411,-9,411.10
122,22,1498,461,1237,447,261,14,261.38
122,18,1024,439,704,430,320,9,320.13
122,25,1407,488,1136,479,271,9,271.15
122,20,1522,563,1268,560,254,3,254.02
122,24,807,334,455,316,352,18,352.46
123,1,986,533,666,535,320,-2,320.01
123,2,1396,699,1134,714,262,-15,262.43
123,3,917,778,600,809,317,-31,318.51
123,4,1164,566,867,569,297,-3,297.02
123,5,534,675,165,700,369,-25,369.85
123,6,654,478,291,479,363,-1,363.00
123,7,678,570,322,581,356,-11,356.17
123,8,1630,887,1405,920,225,-33,227.41
123,16,931,862,619,902,312,-40,314.55
123,9,1471,567,1212,566,259,1,259.00
123,19,1356,936,1100,978,256,-42,259.42
123,21,1701,851,1483,878,218,-27,219.67
123,11,774,468,425,466,349,2,349.01
123,17,251,496,-160,505,411,-9,411.10
123,22,1497,462,1236,448,261,14,261.38
123,18,1023,440,703,431,320,9,320.13
123,25,1405,488,1134,479,271,9,271.15
123,20,1520,562,1266,559,254,3,254.02
123,24,806,333,454,315,352,18,352.46
124,1,984,532,664,534,320,-2,320.01
124,2,1395,699,1133,714,262,-15,262.43
124,3,915,777,598,808,317,-31,318.51
124,4,1162,565,865,568,297,-3,297.02
124,5,534,676,166,701,368,-25,368.85
124,6,653,477,290,478,363,-1,363.00
124,7,678,570,322,581,356,-11,356.17
124,8,1630,888,1405,921,225,-33,227.41
124,16,931,861,620,901,311,-40,313.56
124,9,1471,567,1212,566,259,1,259.00
124,19,1355,935,1099,977,256,-42,259.42
124,21,1698,851,1480,878,218,-27,219.67
124,11,772,467,423,465,349,2,349.01
124,17,252,496,-158,505,410,-9,410.10
124,22,1495,460,1234,446,261,14,261.38
124,18,1022,440,702,431,320,9,320.13
124,25,1403,488,1132,479,271,9,271.15
124,20,1518,562,1264,559,254,3,254.02
124,24,804,334,453,316,351,18,351.46
125,1,982,532,662,534,320,-2,320.01
125,2,1394,699,1132,714,262,-15,262.43
125,3,913,777,596,808,317,-31,318.51
125,4,1161,565,864,568,297,-3,297.02
125,5,533,676,165,701,368,-25,368.85
125,6,653,477,290,478,363,-1,363.00
125,7,678,570,323,581,355,-11,355.17
125,8,1629,887,1405,920,224,-33,226.42
125,16,931,862,620,902,311,-40,313.56
125,9,1470,567,1211,566,259,1,259.00
125,19,1355,935,1099,977,256,-42,259.42
125,21,1695,851,1477,879,218,-28,219.79
125,17,253,497,-157,506,410,-9,410.10
125,22,1493,460,1232,446,261,14,261.38
125,18,1020,439,700,430,320,9,320.13
125,25,1401,489,1130,480,271,9,271.15
125,20,1516,562,1263,560,253,2,253.01
125,24,802,335,451,317,351,18,351.46
126,1,978,531,658,533,320,-2,320.01
126,2,1391,698,1129,713,262,-15,262.43
126,3,912,778,595,809,317,-31,318.51
126,4,1160,565,864,568,296,-3,296.02
126,5,533,677,165,702,368,-25,368.85
126,6,653,477,291,478,362,-1,362.00
126,7,679,570,324,581,355,-11,355.17
126,8,1629,887,1405,920,224,-33,226.42
126,16,931,862,621,902,310,-40,312.57
126,9,1470,567,1212,566,258,1,258.00
126,19,1355,935,1100,977,255,-42,258.44
126,21,1693,851,1475,879,218,-28,219.79
126,17,254,496,-155,505,409,-9,409.10
126,22,1491,461,1230,448,261,13,261.32
126,18,1020,439,701,430,319,9,319.13
126,25,1398,490,1127,481,271,9,271.15
126,20,1515,562,1262,560,253,2,253.01
126,24,800,336,449,319,351,17,351.41
126,13,1098,452,789,443,309,9,309.13
127,1,976,531,656,533,320,-2,320.01
127,2,1388,699,1126,714,262,-15,262.43
127,3,911,778,595,809,316,-31,317.52
127,4,1158,565,862,568,296,-3,296.02
127,5,531,679,164,704,367,-25,367.85
127,6,653,477,291,478,362,-1,362.00
127,7,679,570,325,581,354,-11,354.17
127,8,1629,888,1406,921,223,-33,225.43
127,16,931,862,621,902,310,-40,312.57
127,9,1469,567,1211,566,258,1,258.00
127,19,1354,934,1099,976,255,-42,258.44
127,21,1692,850,1475,878,217,-28,218.80
127,17,255,496,-153,505,408,-9,408.10
127,22,1488,465,1228,452,260,13,260.32
127,18,1018,438,699,429,319,9,319.13
127,25,1396,491,1126,482,270,9,270.15
127,20,1512,562,1259,560,253,2,253.01
127,24,798,337,448,320,350,17,350.41
127,13,1096,451,787,442,309,9,309.13
127,11,764,467,415,465,349,2,349.01
128,1,974,531,655,533,319,-2,319.01
128,2,1386,699,1125,714,261,-15,261.43
128,3,911,777,595,808,316,-31,317.52
128,4,1157,565,861,568,296,-3,296.02
128,5,531,680,164,705,367,-25,367.85
128,6,653,477,292,478,361,-1,361.00
128,7,679,571,325,582,354,-11,354.17
128,8,1628,887,1405,920,223,-33,225.43
128,16,931,863,622,903,309,-40,311.58
128,9,1469,567,1212,566,257,1,257.00
128,19,1354,935,1100,977,254,-42,257.45
128,21,1691,851,1474,879,217,-28,218.80
128,17,256,497,-152,506,408,-9,408.10
128,22,1486,467,1226,454,260,13,260.32
128,18,1017,438,698,429,319,9,319.13
128,25,1395,490,1125,481,270,9,270.15
128,20,1510,562,1257,560,253,2,253.01
128,24,797,337,447,320,350,17,350.41
128,13,1095,451,787,442,308,9,308.13
128,11,761,467,413,465,348,2,348.01
129,1,972,531,653,533,319,-2,319.01
129,2,1383,700,1122,715,261,-15,261.43
129,3,911,777,595,808,316,-31,317.52
129,4,1156,565,861,568,295,-3,295.02
129,5,530,681,164,706,366,-25,366.85
129,6,653,477,292,478,361,-1,361.00
129,7,679,571,326,582,353,-11,353.17
129,8,1628,887,1405,920,223,-33,225.43
129,16,931,863,622,903,309,-40,311.58
129,9,1469,567,1212,566,257,1,257.00
129,19,1353,935,1099,977,254,-42,257.45
129,21,1689,850,1472,878,217,-28,218.80
129,17,257,497,-150,506,407,-9,407.10
129,22,1484,466,1224,453,260,13,260.32
129,18,1016,438,698,429,318,9,318.13
129,25,1393,490,1123,481,270,9,270.15
129,20,1509,562,1257,560,252,2,252.01
129,24,795,337,445,320,350,17,350.41
129,13,1094,450,786,441,308,9,308.13
129,11,760,467,412,465,348,2,348.01
130,1,971,531,652,533,319,-2,319.01
130,2,1381,700,1120,715,261,-15,261.43
130,3,911,777,596,808,315,-31,316.52
130,4,1156,565,861,568,295,-3,295.02
130,5,529,681,163,706,366,-25,366.85
130,6,652,477,291,478,361,-1,361.00
130,7,679,572,326,583,353,-11,353.17
130,8,1628,887,1405,920,223,-33,225.43
130,16,931,864,622,904,309,-40,311.58
130,9,1469,567,1212,566,257,1,257.00
130,19,1353,935,1099,977,254,-42,257.45
130,21,1687,850,1470,878,217,-28,218.80
130,17,257,497,-150,506,407,-9,407.10
130,22,1483,464,1223,451,260,13,260.32
130,18,1014,437,696,428,318,9,318.13
130,25,1391,490,1121,481,270,9,270.15
130,20,1506,561,1254,559,252,2,252.01
130,24,794,337,444,320,350,17,350.41
130,13,1094,450,786,441,308,9,308.13
130,11,758,467,410,465,348,2,348.01
131,1,970,530,651,532,319,-2,319.01
131,2,1380,700,1119,715,261,-15,261.43
131,3,911,777,596,808,315,-31,316.52
131,4,1155,565,860,568,295,-3,295.02
131,5,528,682,162,708,366,-26,366.92
131,6,652,477,292,478,360,-1,360.00
131,7,679,572,326,583,353,-11,353.17
131,8,1627,887,1405,920,222,-33,224.44
131,16,931,864,622,904,309,-40,311.58
131,9,1468,567,1211,566,257,1,257.00
131,19,1353,935,1099,977,254,-42,257.45
131,21,1685,849,1468,876,217,-27,218.67
131,17,258,497,-149,506,407,-9,407.10
131,22,1483,464,1224,451,259,13,259.33
131,18,1013,436,695,427,318,9,318.13
131,25,1388,491,1118,482,270,9,270.15
131,20,1505,561,1253,559,252,2,252.01
131,24,793,331,443,313,350,18,350.46
131,13,1093,450,785,441,308,9,308.13
131,11,756,467,408,465,348,2,348.01
132,1,968,530,649,532,319,-2,319.01
132,2,1379,701,1118,716,261,-15,261.43
132,3,910,777,595,808,315,-31,316.52
132,5,528,682,162,707,366,-25,366.85
132,6,652,476,292,476,360,0,360.00
132,7,679,572,326,583,353,-11,353.17
132,8,1627,887,1405,920,222,-33,224.44
132,16,931,864,623,904,308,-40,310.59
132,9,1467,567,1211,566,256,1,256.00
132,19,1353,935,1099,977,254,-42,257.45
132,21,1684,850,1467,878,217,-28,218.80
132,17,258,497,-148,506,406,-9,406.10
132,22,1482,464,1223,451,259,13,259.33
132,18,1012,436,694,427,318,9,318.13
132,25,1386,492,1116,484,270,8,270.12
132,20,1504,561,1252,559,252,2,252.01
132,13,1092,450,784,441,308,9,308.13
132,11,755,468,407,466,348,2,348.01
133,1,966,530,647,532,319,-2,319.01
133,2,1378,700,1117,715,261,-15,261.43
133,3,910,777,595,807,315,-30,316.43
133,5,528,683,162,708,366,-25,366.85
133,6,652,476,292,476,360,0,360.00
133,7,679,573,327,584,352,-11,352.17
133,8,1627,887,1405,919,222,-32,224.29
133,16,931,865,623,905,308,-40,310.59
133,9,1467,568,1211,567,256,1,256.00
133,19,1353,935,1100,977,253,-42,256.46
133,21,1683,849,1466,876,217,-27,218.67
133,17,260,497,-146,505,406,-8,406.08
133,22,1482,464,1223,451,259,13,259.33
133,18,1012,435,694,425,318,10,318.16
133,25,1385,494,1115,486,270,8,270.12
133,20,1503,561,1251,558,252,3,252.02
133,13,1090,450,782,441,308,9,308.13
133,11,754,469,406,467,348,2,348.01
134,1,964,529,644,530,320,-1,320.00
134,2,1378,701,1117,716,261,-15,261.43
134,3,910,777,595,807,315,-30,316.43
134,5,528,683,162,708,366,-25,366.85
134,6,652,475,292,475,360,0,360.00
134,7,679,573,327,584,352,-11,352.17
134,8,1627,887,1405,919,222,-32,224.29
134,16,931,865,623,905,308,-40,310.59
134,9,1467,568,1211,567,256,1,256.00
134,19,1353,935,1100,977,253,-42,256.46
134,21,1680,850,1463,877,217,-27,218.67
134,17,261,497,-145,505,406,-8,406.08
134,22,1481,464,1222,451,259,13,259.33
134,18,1011,436,693,426,318,10,318.16
134,25,1384,495,1114,486,270,9,270.15
134,20,1502,561,1250,558,252,3,252.02
134,13,1090,450,782,441,308,9,308.13
134,11,753,470,405,468,348,2,348.01
134,4,1150,564,855,567,295,-3,295.02
135,1,963,529,643,530,320,-1,320.00
135,2,1377,701,1116,716,261,-15,261.43
135,3,911,777,596,807,315,-30,316.43
135,5,528,683,162,708,366,-25,366.85
135,6,652,475,292,475,360,0,360.00
135,7,678,573,325,583,353,-10,353.14
135,8,1627,887,1405,919,222,-32,224.29
135,16,932,865,624,905,308,-40,310.59
135,9,1467,568,1211,566,256,2,256.01
135,19,1353,936,1100,978,253,-42,256.46
135,21,1679,849,1461,876,218,-27,219.67
135,17,263,496,-143,504,406,-8,406.08
135,22,1480,463,1220,449,260,14,260.38
135,18,1010,436,692,426,318,10,318.16
135,25,1383,497,1113,489,270,8,270.12
135,20,1501,562,1248,559,253,3,253.02
135,13,1086,449,778,439,308,10,308.16
135,11,752,469,404,467,348,2,348.01
135,4,1149,564,854,567,295,-3,295.02
136,1,961,528,641,529,320,-1,320.00
136,2,1376,701,1115,716,261,-15,261.43
136,3,911,777,596,807,315,-30,316.43
136,5,529,684,163,709,366,-25,366.85
136,6,652,474,292,473,360,1,360.00
136,7,678,573,325,583,353,-10,353.14
136,8,1627,887,1405,919,222,-32,224.29
136,16,932,866,624,906,308,-40,310.59
136,9,1467,568,1211,566,256,2,256.01
136,19,1353,936,1100,977,253,-41,256.30
136,17,265,495,-141,502,406,-7,406.06
136,22,1480,462,1220,448,260,14,260.38
136,18,1010,436,692,426,318,10,318.16
136,25,1381,497,1111,488,270,9,270.15
136,20,1500,561,1247,558,253,3,253.02
136,11,750,470,402,468,348,2,348.01
136,4,1148,563,852,565,296,-2,296.01
137,1,961,528,641,529,320,-1,320.00
137,2,1375,701,1114,716,261,-15,261.43
137,3,911,778,596,808,315,-30,316.43
137,5,529,685,163,710,366,-25,366.85
137,6,652,474,292,473,360,1,360.00
137,7,679,573,327,583,352,-10,352.14
137,8,1626,887,1404,919,222,-32,224.29
137,16,932,866,624,906,308,-40,310.59
137,9,1466,568,1210,566,256,2,256.01
137,19,1353,936,1100,977,253,-41,256.30
137,17,266,494,-140,501,406,-7,406.06
137,22,1478,462,1218,448,260,14,260.38
137,25,1380,497,1110,488,270,9,270.15
137,20,1500,560,1247,557,253,3,253.02
137,11,747,470,398,468,349,2,349.01
137,4,1147,564,851,566,296,-2,296.01
138,1,958,528,638,529,320,-1,320.00
138,2,1374,701,1112,716,262,-15,262.43
138,3,911,778,596,808,315,-30,316.43
138,5,530,684,165,709,365,-25,365.86
138,6,651,474,291,473,360,1,360.00
138,7,678,574,326,584,352,-10,352.14
138,8,1626,886,1404,918,222,-32,224.29
138,16,932,867,624,907,308,-40,310.59
138,9,1466,567,1210,565,256,2,256.01
138,19,1353,936,1100,977,253,-41,256.30
138,17,267,494,-138,501,405,-7,405.06
138,22,1476,462,1216,448,260,14,260.38
138,25,1379,498,1109,490,270,8,270.12
138,20,1499,560,1246,557,253,3,253.02
138,11,745,469,396,466,349,3,349.01
138,4,1147,564,851,566,296,-2,296.01
139,1,957,527,637,528,320,-1,320.00
139,2,1372,701,1110,716,262,-15,262.43
139,3,911,778,596,808,315,-30,316.43
139,5,531,684,166,709,365,-25,365.86
139,6,651,473,291,472,360,1,360.00
139,7,678,574,326,584,352,-10,352.14
139,8,1625,886,1403,918,222,-32,224.29
139,16,932,871,624,911,308,-40,310.59
139,9,1466,567,1210,565,256,2,256.01
139,19,1353,936,1100,977,253,-41,256.30
139,17,269,494,-136,501,405,-7,405.06
139,22,1474,462,1214,448,260,14,260.38
139,25,1377,498,1107,490,270,8,270.12
139,20,1498,560,1245,557,253,3,253.02
139,11,743,469,394,467,349,2,349.01
139,4,1147,563,851,565,296,-2,296.01
140,1,956,526,635,527,321,-1,321.00
140,2,1371,701,1109,716,262,-15,262.43
140,3,911,778,597,808,314,-30,315.43
140,5,531,685,166,710,365,-25,365.86
140,6,651,474,291,473,360,1,360.00
140,7,677,574,324,584,353,-10,353.14
140,8,1625,886,1403,918,222,-32,224.29
140,16,933,875,626,916,307,-41,309.73
140,9,1465,566,1208,564,257,2,257.01
140,19,1352,936,1099,977,253,-41,256.30
140,17,271,494,-134,501,405,-7,405.06
140,22,1473,462,1213,448,260,14,260.38
140,25,1376,498,1105,490,271,8,271.12
140,20,1498,559,1245,556,253,3,253.02
140,11,740,469,390,467,350,2,350.01
140,4,1147,563,851,565,296,-2,296.01
140,18,1005,435,686,425,319,10,319.16
141,1,955,526,634,527,321,-1,321.00
141,2,1371,701,1109,716,262,-15,262.43
141,3,911,777,597,807,314,-30,315.43
141,5,532,685,167,710,365,-25,365.86
141,6,651,474,291,473,360,1,360.00
141,7,677,574,325,584,352,-10,352.14
141,8,1624,886,1402,918,222,-32,224.29
141,16,933,877,626,918,307,-41,309.73
141,9,1464,566,1207,564,257,2,257.01
141,19,1352,936,1099,977,253,-41,256.30
141,17,274,494,-130,501,404,-7,404.06
141,22,1472,462,1212,448,260,14,260.38
141,25,1375,499,1104,491,271,8,271.12
141,20,1497,559,1244,556,253,3,253.02
141,11,738,469,388,467,350,2,350.01
141,4,1146,563,850,565,296,-2,296.01
141,18,1004,435,685,425,319,10,319.16
141,21,1672,851,1454,878,218,-27,219.67
142,1,954,526,633,527,321,-1,321.00
142,2,1368,702,1106,717,262,-15,262.43
142,3,911,777,597,807,314,-30,315.43
142,5,533,686,168,711,365,-25,365.86
142,6,651,474,291,473,360,1,360.00
142,7,678,575,326,585,352,-10,352.14
142,8,1624,886,1402,918,222,-32,224.29
142,16,933,878,626,919,307,-41,309.73
142,9,1464,565,1207,563,257,2,257.01
142,19,1352,936,1099,977,253,-41,256.30
142,17,277,494,-127,501,404,-7,404.06
142,22,1471,462,1210,448,261,14,261.38
142,25,1373,500,1102,492,271,8,271.12
142,20,1496,558,1243,555,253,3,253.02
142,11,737,469,387,467,350,2,350.01
142,4,1145,563,849,565,296,-2,296.01
142,18,1003,435,684,425,319,10,319.16
142,21,1672,852,1454,879,218,-27,219.67
142,13,1081,448,772,438,309,10,309.16
143,1,953,526,632,527,321,-1,321.00
143,2,1367,702,1105,717,262,-15,262.43
143,3,911,777,597,807,314,-30,315.43
143,5,533,686,168,711,365,-25,365.86
143,6,651,474,291,473,360,1,360.00
143,7,677,576,325,586,352,-10,352.14
143,8,1623,886,1401,918,222,-32,224.29
143,16,934,879,627,920,307,-41,309.73
143,9,1463,564,1206,562,257,2,257.01
143,19,1352,936,1099,977,253,-41,256.30
143,17,278,494,-126,501,404,-7,404.06
143,22,1470,462,1209,448,261,14,261.38
143,25,1372,500,1101,492,271,8,271.12
143,20,1495,558,1242,554,253,4,253.03
143,11,735,469,385,466,350,3,350.01
143,4,1145,563,849,565,296,-2,296.01
143,18,1001,435,682,425,319,10,319.16
143,21,1671,852,1453,879,218,-27,219.67
143,13,1081,446,772,436,309,10,309.16
144,1,951,525,630,526,321,-1,321.00
144,2,1366,702,1104,717,262,-15,262.43
144,3,911,777,597,807,314,-30,315.43
144,5,534,687,169,712,365,-25,365.86
144,6,651,473,291,472,360,1,360.00
144,7,677,576,325,586,352,-10,352.14
144,8,1623,886,1401,918,222,-32,224.29
144,16,934,879,627,920,307,-41,309.73
144,9,1462,564,1205,562,257,2,257.01
144,19,1352,936,1099,977,253,-41,256.30
144,17,278,494,-126,501,404,-7,404.06
144,22,1469,463,1208,449,261,14,261.38
144,25,1370,501,1099,493,271,8,271.12
144,20,1495,557,1242,553,253,4,253.03
144,11,734,469,384,466,350,3,350.01
144,4,1144,563,848,565,296,-2,296.01
144,18,1000,435,681,425,319,10,319.16
144,21,1671,852,1453,879,218,-27,219.67
145,1,949,524,628,525,321,-1,321.00
145,2,1365,701,1103,716,262,-15,262.43
145,3,911,777,597,807,314,-30,315.43
145,5,534,687,169,712,365,-25,365.86
145,6,650,473,290,472,360,1,360.00
145,7,677,576,325,586,352,-10,352.14
145,8,1622,886,1400,918,222,-32,224.29
145,16,936,879,629,920,307,-41,309.73
145,9,1462,564,1205,562,257,2,257.01
145,19,1352,936,1099,977,253,-41,256.30
145,17,278,493,-126,500,404,-7,404.06
145,22,1467,464,1206,450,261,14,261.38
145,25,1368,501,1097,493,271,8,271.12
145,20,1494,557,1241,553,253,4,253.03
145,11,733,470,383,468,350,2,350.01
145,4,1143,562,847,564,296,-2,296.01
145,18,999,435,680,425,319,10,319.16
145,21,1670,852,1452,879,218,-27,219.67
146,1,947,524,625,525,322,-1,322.00
146,2,1364,701,1101,716,263,-15,263.43
146,3,909,777,594,807,315,-30,316.43
146,5,535,687,170,712,365,-25,365.86
146,6,651,473,291,472,360,1,360.00
146,7,677,577,325,588,352,-11,352.17
146,8,1621,886,1398,918,223,-32,225.28
146,16,939,880,633,921,306,-41,308.73
146,9,1460,563,1203,561,257,2,257.01
146,19,1353,936,1100,977,253,-41,256.30
146,17,279,492,-125,499,404,-7,404.06
146,22,1465,466,1204,453,261,13,261.32
146,25,1367,501,1096,493,271,8,271.12
146,20,1493,557,1240,553,253,4,253.03
146,11,732,470,381,468,351,2,351.01
146,4,1142,562,846,564,296,-2,296.01
146,18,998,433,678,423,320,10,320.16
146,21,1670,851,1452,878,218,-27,219.67
147,1,946,524,624,525,322,-1,322.00
147,2,1363,701,1100,716,263,-15,263.43
147,3,907,777,592,807,315,-30,316.43
147,5,535,686,170,711,365,-25,365.86
147,6,651,473,291,472,360,1,360.00
147,7,677,576,325,586,352,-10,352.14
147,8,1620,886,1397,918,223,-32,225.28
147,16,940,881,634,922,306,-41,308.73
147,9,1459,562,1202,559,257,3,257.02
147,19,1353,936,1100,977,253,-41,256.30
147,17,282,492,-122,499,404,-7,404.06
147,22,1463,469,1202,456,261,13,261.32
147,25,1366,501,1094,493,272,8,272.12
147,20,1493,557,1240,553,253,4,253.03
147,11,730,469,379,467,351,2,351.01
147,4,1141,561,845,563,296,-2,296.01
147,18,996,432,676,422,320,10,320.16
147,21,1669,851,1451,878,218,-27,219.67
147,13,1076,446,766,436,310,10,310.16
148,1,945,523,623,524,322,-1,322.00
148,2,1362,700,1099,714,263,-14,263.37
148,3,906,777,591,807,315,-30,316.43
148,5,536,686,171,711,365,-25,365.86
148,6,651,473,291,472,360,1,360.00
148,7,677,576,325,586,352,-10,352.14
148,8,1619,885,1396,917,223,-32,225.28
148,16,941,881,635,922,306,-41,308.73
148,9,1458,562,1201,559,257,3,257.02
148,19,1353,936,1100,977,253,-41,256.30
148,17,281,492,-123,499,404,-7,404.06
148,25,1364,502,1092,494,272,8,272.12
148,20,1492,557,1238,553,254,4,254.03
148,11,726,468,375,466,351,2,351.01
148,4,1140,562,844,564,296,-2,296.01
148,18,995,432,675,422,320,10,320.16
148,21,1669,852,1451,879,218,-27,219.67
148,13,1075,446,765,436,310,10,310.16
149,1,944,523,622,524,322,-1,322.00
149,2,1362,700,1099,714,263,-14,263.37
149,3,906,777,591,807,315,-30,316.43
149,5,536,686,171,711,365,-25,365.86
149,6,651,473,291,472,360,1,360.00
149,7,677,576,325,586,352,-10,352.14
149,8,1618,885,1395,917,223,-32,225.28
149,16,941,881,635,922,306,-41,308.73
149,9,1458,562,1201,559,257,3,257.02
149,19,1353,936,1100,977,253,-41,256.30
149,17,283,492,-120,499,403,-7,403.06
149,25,1362,502,1090,494,272,8,272.12
149,20,1492,556,1238,552,254,4,254.03
149,11,722,468,370,466,352,2,352.01
149,4,1138,561,841,563,297,-2,297.01
149,18,994,431,674,420,320,11,320.19
149,21,1668,851,1450,878,218,-27,219.67
149,13,1073,446,763,436,310,10,310.16
150,1,942,523,620,524,322,-1,322.00
150,2,1361,700,1098,714,263,-14,263.37
150,3,905,777,590,807,315,-30,316.43
150,5,536,686,171,711,365,-25,365.86
150,6,651,473,291,472,360,1,360.00
150,7,677,576,325,586,352,-10,352.14
150,8,1617,886,1394,918,223,-32,225.28
150,16,943,881,637,922,306,-41,308.73
150,9,1458,563,1201,561,257,2,257.01
150,19,1353,936,1100,977,253,-41,256.30
150,17,286,493,-117,500,403,-7,403.06
150,25,1360,503,1088,495,272,8,272.12
150,20,1491,556,1237,552,254,4,254.03
150,4,1137,561,840,563,297,-2,297.01
150,18,993,430,673,419,320,11,320.19
150,21,1668,850,1450,877,218,-27,219.67
150,13,1072,445,762,435,310,10,310.16
151,1,941,523,619,524,322,-1,322.00
151,2,1360,700,1097,714,263,-14,263.37
151,3,904,777,589,807,315,-30,316.43
151,5,536,686,171,711,365,-25,365.86
151,6,651,473,291,472,360,1,360.00
151,7,678,576,326,586,352,-10,352.14
151,8,1616,886,1393,918,223,-32,225.28
151,16,943,882,637,923,306,-41,308.73
151,9,1457,563,1199,561,258,2,258.01
151,19,1353,936,1100,977,253,-41,256.30
151,17,287,493,-116,500,403,-7,403.06
151,25,1359,505,1087,498,272,7,272.09
151,20,1491,555,1237,551,254,4,254.03
151,4,1136,561,839,563,297,-2,297.01
151,18,992,430,671,419,321,11,321.19
151,21,1667,851,1448,878,219,-27,220.66
151,13,1071,445,761,435,310,10,310.16
151,11,717,469,365,467,352,2,352.01
152,1,941,523,619,524,322,-1,322.00
152,2,1358,700,1095,715,263,-15,263.43
152,3,904,777,589,807,315,-30,316.43
152,5,536,686,171,711,365,-25,365.86
152,6,651,473,291,472,360,1,360.00
152,7,679,576,327,586,352,-10,352.14
152,8,1615,886,1392,918,223,-32,225.28
152,16,944,882,638,923,306,-41,308.73
152,9,1457,563,1200,561,257,2,257.01
152,19,1353,936,1100,977,253,-41,256.30
152,17,288,493,-115,500,403,-7,403.06
152,25,1357,505,1085,498,272,7,272.09
152,20,1491,555,1237,551,254,4,254.03
152,4,1135,561,838,563,297,-2,297.01
152,18,990,429,669,418,321,11,321.19
152,21,1667,851,1448,878,219,-27,220.66
152,13,1070,445,760,435,310,10,310.16
152,11,713,468,360,466,353,2,353.01
153,1,941,523,618,523,323,0,323.00
153,2,1357,700,1093,714,264,-14,264.37
153,3,904,777,589,807,315,-30,316.43
153,5,536,686,171,711,365,-25,365.86
153,6,652,473,292,472,360,1,360.00
153,7,680,576,328,586,352,-10,352.14
153,8,1615,886,1392,918,223,-32,225.28
153,16,945,882,639,923,306,-41,308.73
153,9,1457,563,1199,560,258,3,258.02
153,19,1353,936,1100,977,253,-41,256.30
153,17,288,493,-115,500,403,-7,403.06
153,25,1356,506,1083,498,273,8,273.12
153,20,1490,554,1236,550,254,4,254.03
153,4,1134,561,837,563,297,-2,297.01
153,18,988,429,667,418,321,11,321.19
153,21,1668,850,1449,877,219,-27,220.66
153,13,1070,445,760,435,310,10,310.16
153,11,711,469,358,467,353,2,353.01
154,1,941,523,618,523,323,0,323.00
154,2,1356,700,1092,714,264,-14,264.37
154,3,903,777,587,807,316,-30,317.42
154,5,536,686,171,711,365,-25,365.86
154,6,652,474,292,473,360,1,360.00
154,7,681,576,329,586,352,-10,352.14
154,8,1614,886,1390,918,224,-32,226.27
154,16,946,882,641,923,305,-41,307.74
154,9,1457,563,1199,560,258,3,258.02
154,19,1353,936,1100,977,253,-41,256.30
154,17,289,493,-114,499,403,-6,403.04
154,25,1354,506,1081,498,273,8,273.12
154,20,1490,554,1236,550,254,4,254.03
154,4,1134,561,837,563,297,-2,297.01
